0.00027443,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.00027443
2.1047e-05,0.0013282,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0013282,2.1047e-05
0,0.00090375,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.00090375,0
0,0.00034536,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.00034536,0
0,5.026e-07,0.0010782,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0010782,5.026e-07,0
0,0,0.00028092,0.0013941,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0013941,0.00028092,0,0
0,0,0,0.00069967,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.00069967,0,0,0
0,0,0,1.0039e-05,0.00094294,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.00094294,1.0039e-05,0,0,0
0,0,0,0,3.2046e-05,0.00094294,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.00094294,3.2046e-05,0,0,0,0
0,0,0,0,0,1.0039e-05,0.00069967,0.0013941,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0013941,0.00069967,1.0039e-05,0,0,0,0,0
0,0,0,0,0,0,0,0.00028092,0.0010782,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0010782,0.00028092,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.026e-07,0.00034536,0.00090375,0.0013282,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0014147,0.0013282,0.00090375,0.00034536,5.026e-07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.1047e-05,0.00027443,0.00051384,0.00065619,0.00070342,0.00065619,0.00051384,0.00027443,2.1047e-05,0,0,0,0,0,0,0,0,0,0,0
